,location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,date_
1773,Isle of Man,IMN,2021-02-17,14806.0,10949.0,3857.0,534.0,338.0,17.41,12.88,4.54,3975.0,2021-02-17
1774,Isle of Man,IMN,2021-02-18,15294.0,11184.0,4110.0,488.0,354.0,17.99,13.15,4.83,4163.0,2021-02-18
1775,Isle of Man,IMN,2021-02-19,17150.0,12467.0,4683.0,1856.0,619.0,20.17,14.66,5.51,7280.0,2021-02-19
1776,Isle of Man,IMN,2021-02-20,17180.0,12468.0,4712.0,30.0,526.0,20.2,14.66,5.54,6186.0,2021-02-20
1777,Isle of Man,IMN,2021-02-21,17499.0,12766.0,4733.0,319.0,538.0,20.58,15.01,5.57,6327.0,2021-02-21
1778,Isle of Man,IMN,2021-02-22,17807.0,13075.0,4732.0,308.0,544.0,20.94,15.38,5.56,6398.0,2021-02-22
1779,Isle of Man,IMN,2021-02-23,18041.0,13077.0,4964.0,234.0,538.0,21.22,15.38,5.84,6327.0,2021-02-23
1780,Isle of Man,IMN,2021-02-24,18323.0,13122.0,5201.0,282.0,502.0,21.55,15.43,6.12,5904.0,2021-02-24
1781,Isle of Man,IMN,2021-02-25,18795.0,13286.0,5509.0,472.0,500.0,22.1,15.62,6.48,5880.0,2021-02-25
1782,Isle of Man,IMN,2021-02-26,19884.0,13600.0,6284.0,1089.0,391.0,23.38,15.99,7.39,4598.0,2021-02-26
1783,Isle of Man,IMN,2021-02-27,20831.0,13883.0,6948.0,947.0,522.0,24.5,16.33,8.17,6139.0,2021-02-27
1784,Isle of Man,IMN,2021-02-28,21452.0,14123.0,7329.0,621.0,565.0,25.23,16.61,8.62,6645.0,2021-02-28
1785,Isle of Man,IMN,2021-03-01,21998.0,14316.0,7682.0,546.0,599.0,25.87,16.84,9.03,7044.0,2021-03-01
1786,Isle of Man,IMN,2021-03-02,22785.0,15084.0,7701.0,787.0,678.0,26.8,17.74,9.06,7973.0,2021-03-02
1787,Isle of Man,IMN,2021-03-03,23429.0,15719.0,7710.0,644.0,729.0,27.55,18.49,9.07,8573.0,2021-03-03
1788,Isle of Man,IMN,2021-03-04,23438.0,15727.0,7711.0,9.0,663.0,27.56,18.5,9.07,7797.0,2021-03-04
1789,Isle of Man,IMN,2021-03-05,23883.0,15792.0,8091.0,445.0,571.0,28.09,18.57,9.52,6715.0,2021-03-05
1790,Isle of Man,IMN,2021-03-06,24309.0,15824.0,8485.0,426.0,497.0,28.59,18.61,9.98,5845.0,2021-03-06
1791,Isle of Man,IMN,2021-03-07,24798.0,15832.0,8966.0,489.0,478.0,29.16,18.62,10.54,5621.0,2021-03-07
1792,Isle of Man,IMN,2021-03-08,25086.0,15833.0,9253.0,288.0,441.0,29.5,18.62,10.88,5186.0,2021-03-08
1793,Isle of Man,IMN,2021-03-09,26172.0,16910.0,9262.0,1086.0,484.0,30.78,19.89,10.89,5692.0,2021-03-09
1794,Isle of Man,IMN,2021-03-10,27326.0,18043.0,9283.0,1154.0,557.0,32.14,21.22,10.92,6550.0,2021-03-10
1795,Isle of Man,IMN,2021-03-11,28431.0,19138.0,9293.0,1105.0,713.0,33.44,22.51,10.93,8385.0,2021-03-11
1796,Isle of Man,IMN,2021-03-12,29794.0,19885.0,9909.0,1363.0,844.0,35.04,23.39,11.65,9926.0,2021-03-12
1797,Isle of Man,IMN,2021-03-13,31026.0,19926.0,11100.0,1232.0,960.0,36.49,23.43,13.05,11290.0,2021-03-13
1798,Isle of Man,IMN,2021-03-14,32027.0,20690.0,11337.0,1001.0,1033.0,37.66,24.33,13.33,12148.0,2021-03-14
1799,Isle of Man,IMN,2021-03-15,32742.0,21405.0,11337.0,715.0,1094.0,38.51,25.17,13.33,12866.0,2021-03-15
1800,Isle of Man,IMN,2021-03-16,33335.0,21995.0,11340.0,593.0,1023.0,39.2,25.87,13.34,12031.0,2021-03-16
1801,Isle of Man,IMN,2021-03-17,33335.0,21995.0,11340.0,593.0,858.0,39.2,25.87,13.34,10090.0,2021-03-17
1802,Isle of Man,IMN,2021-03-18,33336.0,21996.0,11340.0,593.0,701.0,39.2,25.87,13.34,8244.0,2021-03-18
1803,Isle of Man,IMN,2021-03-19,33336.0,21996.0,11340.0,593.0,728.0,39.2,25.87,13.34,8561.0,2021-03-19
1804,Isle of Man,IMN,2021-03-20,33336.0,21996.0,11340.0,593.0,773.0,39.2,25.87,13.34,9091.0,2021-03-20
1805,Isle of Man,IMN,2021-03-21,33336.0,21996.0,11340.0,593.0,852.0,39.2,25.87,13.34,10020.0,2021-03-21
1806,Isle of Man,IMN,2021-03-22,33336.0,21996.0,11340.0,593.0,971.0,39.2,25.87,13.34,11419.0,2021-03-22
1807,Isle of Man,IMN,2021-03-23,33336.0,21996.0,11340.0,593.0,1108.0,39.2,25.87,13.34,13030.0,2021-03-23
1808,Isle of Man,IMN,2021-03-24,33336.0,21996.0,11340.0,593.0,1329.0,39.2,25.87,13.34,15629.0,2021-03-24
1809,Isle of Man,IMN,2021-03-25,33336.0,21996.0,11340.0,593.0,1551.0,39.2,25.87,13.34,18240.0,2021-03-25
1810,Isle of Man,IMN,2021-03-26,33336.0,21996.0,11340.0,593.0,1551.0,39.2,25.87,13.34,18240.0,2021-03-26
1811,Isle of Man,IMN,2021-03-27,47294.0,32286.0,15008.0,593.0,1551.0,55.62,37.97,17.65,18240.0,2021-03-27
1812,Isle of Man,IMN,2021-03-28,47294.0,32286.0,15008.0,593.0,1448.0,55.62,37.97,17.65,17029.0,2021-03-28
1813,Isle of Man,IMN,2021-03-29,47294.0,32286.0,15008.0,593.0,1345.0,55.62,37.97,17.65,15818.0,2021-03-29
1814,Isle of Man,IMN,2021-03-30,49787.0,34480.0,15307.0,593.0,1242.0,58.55,40.55,18.0,14606.0,2021-03-30
1815,Isle of Man,IMN,2021-03-31,50426.0,35115.0,15311.0,639.0,1112.0,59.3,41.3,18.01,13077.0,2021-03-31
1816,Isle of Man,IMN,2021-04-01,51602.0,36290.0,15312.0,1176.0,1059.0,60.69,42.68,18.01,12454.0,2021-04-01
1817,Isle of Man,IMN,2021-04-02,52831.0,37491.0,15340.0,1229.0,1013.0,62.13,44.09,18.04,11913.0,2021-04-02
1818,Isle of Man,IMN,2021-04-03,54075.0,38727.0,15348.0,1244.0,969.0,63.59,45.54,18.05,11396.0,2021-04-03
1819,Isle of Man,IMN,2021-04-04,54480.0,39132.0,15348.0,405.0,908.0,64.07,46.02,18.05,10678.0,2021-04-04
1820,Isle of Man,IMN,2021-04-05,54923.0,39575.0,15348.0,443.0,852.0,64.59,46.54,18.05,10020.0,2021-04-05
1821,Isle of Man,IMN,2021-04-06,56040.0,40692.0,15348.0,1117.0,893.0,65.9,47.85,18.05,10502.0,2021-04-06
1822,Isle of Man,IMN,2021-04-07,57234.0,41846.0,15388.0,1194.0,973.0,67.31,49.21,18.1,11443.0,2021-04-07
1823,Isle of Man,IMN,2021-04-08,58497.0,43094.0,15403.0,1263.0,985.0,68.79,50.68,18.11,11584.0,2021-04-08
1824,Isle of Man,IMN,2021-04-09,59758.0,44343.0,15415.0,1261.0,990.0,70.28,52.15,18.13,11643.0,2021-04-09
1825,Isle of Man,IMN,2021-04-10,60889.0,45462.0,15427.0,1131.0,973.0,71.61,53.46,18.14,11443.0,2021-04-10
1826,Isle of Man,IMN,2021-04-11,61296.0,45855.0,15441.0,407.0,974.0,72.09,53.93,18.16,11455.0,2021-04-11
1827,Isle of Man,IMN,2021-04-12,61699.0,46245.0,15454.0,403.0,968.0,72.56,54.39,18.17,11384.0,2021-04-12
1828,Isle of Man,IMN,2021-04-13,62899.0,47438.0,15461.0,1200.0,980.0,73.97,55.79,18.18,11525.0,2021-04-13
1829,Isle of Man,IMN,2021-04-14,63488.0,48021.0,15467.0,589.0,893.0,74.66,56.47,18.19,10502.0,2021-04-14
1830,Falkland Islands,0,2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-14
1831,Falkland Islands,0,2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-15
1832,Falkland Islands,0,2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-16
1833,Falkland Islands,0,2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-17
1834,Falkland Islands,0,2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-18
1835,Falkland Islands,0,2020-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-19
1836,Falkland Islands,0,2020-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-20
1837,Falkland Islands,0,2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-21
1838,Falkland Islands,0,2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-22
1839,Falkland Islands,0,2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-23
1840,Falkland Islands,0,2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-24
1841,Falkland Islands,0,2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-25
1842,Falkland Islands,0,2020-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-26
1843,Falkland Islands,0,2020-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-27
1844,Falkland Islands,0,2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-28
1845,Falkland Islands,0,2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-29
1846,Falkland Islands,0,2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-30
1847,Falkland Islands,0,2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-31
1848,Falkland Islands,0,2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-01
1849,Falkland Islands,0,2021-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
1850,Falkland Islands,0,2021-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
1851,Falkland Islands,0,2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-04
1852,Falkland Islands,0,2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
1853,Falkland Islands,0,2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-06
1854,Falkland Islands,0,2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-07
1855,Falkland Islands,0,2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-08
1856,Falkland Islands,0,2021-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-09
1857,Falkland Islands,0,2021-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-10
1858,Falkland Islands,0,2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-11
1859,Falkland Islands,0,2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
1860,Falkland Islands,0,2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-13
1861,Falkland Islands,0,2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-14
1862,Falkland Islands,0,2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-15
1863,Falkland Islands,0,2021-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-16
1864,Falkland Islands,0,2021-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-17
1865,Falkland Islands,0,2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-18
1866,Falkland Islands,0,2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-19
1867,Falkland Islands,0,2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-20
1868,Falkland Islands,0,2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-21
1869,Falkland Islands,0,2021-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-22
1870,Falkland Islands,0,2021-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-23
1871,Falkland Islands,0,2021-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-24
1872,Falkland Islands,0,2021-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-25
1873,Falkland Islands,0,2021-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-26
1874,Falkland Islands,0,2021-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-27
1875,Falkland Islands,0,2021-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-28
1876,Falkland Islands,0,2021-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-29
1877,Falkland Islands,0,2021-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-30
1878,Falkland Islands,0,2021-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-31
1879,Falkland Islands,0,2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-01
1880,Falkland Islands,0,2021-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-02
1881,Falkland Islands,0,2021-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-03
1882,Falkland Islands,0,2021-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-04
1883,Falkland Islands,0,2021-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-05
1884,Falkland Islands,0,2021-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-06
1885,Falkland Islands,FLK,2021-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-02-07
1886,Falkland Islands,FLK,2021-02-08,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,54264.0,2021-02-08
1887,Falkland Islands,FLK,2021-02-09,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,54264.0,2021-02-09
1888,Falkland Islands,FLK,2021-02-10,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,54264.0,2021-02-10
1889,Falkland Islands,FLK,2021-02-11,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,54264.0,2021-02-11
1890,Falkland Islands,FLK,2021-02-12,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,54264.0,2021-02-12
1891,Falkland Islands,FLK,2021-02-13,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,54264.0,2021-02-13
1892,Falkland Islands,FLK,2021-02-14,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,54264.0,2021-02-14
1893,Falkland Islands,FLK,2021-02-15,1515.0,1515.0,0.0,0.0,189.0,43.5,43.5,0.0,54264.0,2021-02-15
1894,Falkland Islands,FLK,2021-02-16,1515.0,1515.0,0.0,0.0,167.0,43.5,43.5,0.0,47947.0,2021-02-16
1895,Falkland Islands,FLK,2021-02-17,1515.0,1515.0,0.0,0.0,144.0,43.5,43.5,0.0,41344.0,2021-02-17
1896,Falkland Islands,FLK,2021-02-18,1515.0,1515.0,0.0,0.0,122.0,43.5,43.5,0.0,35027.0,2021-02-18
1897,Falkland Islands,FLK,2021-02-19,1515.0,1515.0,0.0,0.0,99.0,43.5,43.5,0.0,28424.0,2021-02-19
1898,Falkland Islands,FLK,2021-02-20,1515.0,1515.0,0.0,0.0,76.0,43.5,43.5,0.0,21820.0,2021-02-20
1899,Falkland Islands,FLK,2021-02-21,1515.0,1515.0,0.0,0.0,54.0,43.5,43.5,0.0,15504.0,2021-02-21
1900,Falkland Islands,FLK,2021-02-22,1732.0,1732.0,0.0,0.0,31.0,49.73,49.73,0.0,8900.0,2021-02-22
1901,Falkland Islands,FLK,2021-02-23,1732.0,1732.0,0.0,0.0,29.0,49.73,49.73,0.0,8326.0,2021-02-23
1902,Falkland Islands,FLK,2021-02-24,1732.0,1732.0,0.0,0.0,26.0,49.73,49.73,0.0,7465.0,2021-02-24
1903,Falkland Islands,FLK,2021-02-25,1732.0,1732.0,0.0,0.0,24.0,49.73,49.73,0.0,6891.0,2021-02-25
1904,Falkland Islands,FLK,2021-02-26,1732.0,1732.0,0.0,0.0,21.0,49.73,49.73,0.0,6029.0,2021-02-26
1905,Falkland Islands,FLK,2021-02-27,1732.0,1732.0,0.0,0.0,19.0,49.73,49.73,0.0,5455.0,2021-02-27
1906,Falkland Islands,FLK,2021-02-28,1732.0,1732.0,0.0,0.0,17.0,49.73,49.73,0.0,4881.0,2021-02-28
1907,Falkland Islands,FLK,2021-03-01,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-01
1908,Falkland Islands,FLK,2021-03-02,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-02
1909,Falkland Islands,FLK,2021-03-03,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-03
1910,Falkland Islands,FLK,2021-03-04,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-04
1911,Falkland Islands,FLK,2021-03-05,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-05
1912,Falkland Islands,FLK,2021-03-06,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-06
1913,Falkland Islands,FLK,2021-03-07,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-07
1914,Falkland Islands,FLK,2021-03-08,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-08
1915,Falkland Islands,FLK,2021-03-09,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-09
1916,Falkland Islands,FLK,2021-03-10,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-10
1917,Falkland Islands,FLK,2021-03-11,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-11
1918,Falkland Islands,FLK,2021-03-12,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-12
1919,Falkland Islands,FLK,2021-03-13,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-13
1920,Falkland Islands,FLK,2021-03-14,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-14
1921,Falkland Islands,FLK,2021-03-15,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-15
1922,Falkland Islands,FLK,2021-03-16,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-16
1923,Falkland Islands,FLK,2021-03-17,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-17
1924,Falkland Islands,FLK,2021-03-18,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-18
1925,Falkland Islands,FLK,2021-03-19,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-19
1926,Falkland Islands,FLK,2021-03-20,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-20
1927,Falkland Islands,FLK,2021-03-21,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-21
1928,Falkland Islands,FLK,2021-03-22,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-22
1929,Falkland Islands,FLK,2021-03-23,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-23
1930,Falkland Islands,FLK,2021-03-24,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-24
1931,Falkland Islands,FLK,2021-03-25,1732.0,1732.0,0.0,0.0,14.0,49.73,49.73,0.0,4020.0,2021-03-25
1932,Falkland Islands,FLK,2021-03-26,2187.0,2187.0,0.0,0.0,14.0,62.79,62.79,0.0,4020.0,2021-03-26
1933,Falkland Islands,FLK,2021-03-27,2187.0,2187.0,0.0,0.0,38.0,62.79,62.79,0.0,10910.0,2021-03-27
1934,Falkland Islands,FLK,2021-03-28,2187.0,2187.0,0.0,0.0,61.0,62.79,62.79,0.0,17514.0,2021-03-28
1935,Falkland Islands,FLK,2021-03-29,2187.0,2187.0,0.0,0.0,84.0,62.79,62.79,0.0,24117.0,2021-03-29
1936,Falkland Islands,FLK,2021-03-30,2187.0,2187.0,0.0,0.0,108.0,62.79,62.79,0.0,31008.0,2021-03-30
1937,Falkland Islands,FLK,2021-03-31,2187.0,2187.0,0.0,0.0,131.0,62.79,62.79,0.0,37611.0,2021-03-31
1938,Falkland Islands,FLK,2021-04-01,2187.0,2187.0,0.0,0.0,155.0,62.79,62.79,0.0,44502.0,2021-04-01
1939,Falkland Islands,FLK,2021-04-02,2187.0,2187.0,0.0,0.0,178.0,62.79,62.79,0.0,51105.0,2021-04-02
1940,Falkland Islands,FLK,2021-04-03,2187.0,2187.0,0.0,0.0,178.0,62.79,62.79,0.0,51105.0,2021-04-03
1941,Falkland Islands,FLK,2021-04-04,2187.0,2187.0,0.0,0.0,178.0,62.79,62.79,0.0,51105.0,2021-04-04
1942,Falkland Islands,FLK,2021-04-05,2187.0,2187.0,0.0,0.0,178.0,62.79,62.79,0.0,51105.0,2021-04-05
1943,Falkland Islands,FLK,2021-04-06,2187.0,2187.0,0.0,0.0,178.0,62.79,62.79,0.0,51105.0,2021-04-06
1944,Falkland Islands,FLK,2021-04-07,4322.0,2605.0,1717.0,0.0,178.0,124.09,74.79,49.3,51105.0,2021-04-07
1945,Falkland Islands,FLK,2021-04-08,4322.0,2605.0,1717.0,0.0,178.0,124.09,74.79,49.3,51105.0,2021-04-08
1946,Falkland Islands,FLK,2021-04-09,4322.0,2605.0,1717.0,0.0,178.0,124.09,74.79,49.3,51105.0,2021-04-09
1947,Falkland Islands,FLK,2021-04-10,4322.0,2605.0,1717.0,0.0,178.0,124.09,74.79,49.3,51105.0,2021-04-10
1948,Falkland Islands,FLK,2021-04-11,4322.0,2605.0,1717.0,0.0,178.0,124.09,74.79,49.3,51105.0,2021-04-11
1949,Falkland Islands,FLK,2021-04-12,4322.0,2605.0,1717.0,0.0,178.0,124.09,74.79,49.3,51105.0,2021-04-12
1950,Falkland Islands,FLK,2021-04-13,4322.0,2605.0,1717.0,0.0,178.0,124.09,74.79,49.3,51105.0,2021-04-13
1951,Falkland Islands,FLK,2021-04-14,4322.0,2605.0,1717.0,0.0,178.0,124.09,74.79,49.3,51105.0,2021-04-14
1952,Indonesia,0,2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-14
1953,Indonesia,0,2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-15
1954,Indonesia,0,2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-16
1955,Indonesia,0,2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-17
1956,Indonesia,0,2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-18
1957,Indonesia,0,2020-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-19
1958,Indonesia,0,2020-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-20
1959,Indonesia,0,2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-21
1960,Indonesia,0,2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-22
1961,Indonesia,0,2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-23
1962,Indonesia,0,2020-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-24
1963,Indonesia,0,2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-25
1964,Indonesia,0,2020-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-26
1965,Indonesia,0,2020-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-27
1966,Indonesia,0,2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-28
1967,Indonesia,0,2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-29
1968,Indonesia,0,2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-30
1969,Indonesia,0,2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-31
1970,Indonesia,0,2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-01
1971,Indonesia,0,2021-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-02
1972,Indonesia,0,2021-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-03
1973,Indonesia,0,2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-04
1974,Indonesia,0,2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
1975,Indonesia,0,2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-06
1976,Indonesia,0,2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-07
1977,Indonesia,0,2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-08
1978,Indonesia,0,2021-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-09
1979,Indonesia,0,2021-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-10
1980,Indonesia,0,2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-11
1981,Indonesia,IDN,2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-01-12
1982,Indonesia,IDN,2021-01-13,0.0,0.0,0.0,0.0,13200.0,0.0,0.0,0.0,48.0,2021-01-13
1983,Indonesia,IDN,2021-01-14,0.0,0.0,0.0,0.0,13200.0,0.0,0.0,0.0,48.0,2021-01-14
